,pid,pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,acousticness,energy,liveness,loudness,tempo,valence,danceability,speechiness
27,0,27,Sam Feldt,spotify:track:6PkzXU8dlwtfrwyTlUyVnv,spotify:artist:20gsENnposVs2I4rQ5kvrf,Show Me Love - EDX Remix / Radio Edit,spotify:album:6i0e9955UWeADYG0ZsXBiP,180336,Show Me Love,0.297,0.659,0.0704,-5.831,121.022,0.712,0.832,0.0677
28,0,28,The Chainsmokers,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,spotify:artist:69GGBxA162lTqCwzJG5jLp,Closer,spotify:album:0rSLgV8p5FzfnqlEk4GzxE,244960,Closer,0.414,0.524,0.111,-5.599,95.01,0.661,0.748,0.0338
29,0,29,Rob $tone,spotify:track:5uDASfU19gDxSjW8cnCaBp,spotify:artist:2hWs22BmQkK4czFtDLnar2,Chill Bill,spotify:album:5qBu7Ab6alstSCAzxTJMb1,177184,Chill Bill,0.0312,0.427,0.0906,-10.028,108.034,0.23,0.886,0.145
30,0,30,Kungs,spotify:track:0tICYNayWWhH9GPeFrfjfD,spotify:artist:7keGfmQR4X5w0two1xKZ7d,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,spotify:album:3nxlM2DFwij3JVP55yNRya,195547,Layers,0.08,0.729,0.317,-4.77,121.972,0.488,0.793,0.0394
31,0,31,Kanye West,spotify:track:19a3JfW8BQwqHWUMbcqSx8,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Famous,spotify:album:7gsWAHLeT0w7es6FofOXk1,196040,The Life Of Pablo,0.0711,0.735,0.0975,-3.715,173.935,0.409,0.465,0.117
32,0,32,Kiiara,spotify:track:6WhzFzROw3aq3rPWjgYlxr,spotify:artist:4u5smJBskI6Adzv08PuiUP,Gold,spotify:album:4sbZHOW6I2LTTjlRJbhVtA,225882,Gold,0.615,0.412,0.134,-9.343,113.049,0.408,0.6,0.344
33,0,33,Mac Miller,spotify:track:1yYzuNd0KRyHVJ3NH8apBt,spotify:artist:4LLpKhyESsyAXpc4laK94U,Donald Trump,spotify:album:2kuF4nm4R2bcwBKvnvRbTW,164587,Blue Slide Park,0.128,0.898,0.449,-7.364,162.974,0.797,0.632,0.119
34,0,34,Big Sean,spotify:track:5kzruPQIvdiTMKi4Rubb2H,spotify:artist:0c173mlxpT3dSFRgMO8XPh,MILF,spotify:album:5RlT8X7XGGLKUhoimrDl54,262107,Hall Of Fame,0.0122,0.861,0.619,-7.68,144.116,0.766,0.514,0.391
35,0,35,Wale,spotify:track:09GCuO9yQH5R1E8HYknrV8,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,The Girls On Drugs,spotify:album:6aCr3UaB8lM9g6TtFB3qwd,249271,The Album About Nothing,0.0887,0.633,0.101,-7.926,110.025,0.292,0.795,0.0907
36,0,36,Theophilus London,spotify:track:5NWzO9jLluZ3R7FHFDtMqS,spotify:artist:4EMtGVFvfCSrEmWaGV0roE,Can't Stop (feat. Kanye West),spotify:album:6IhFRqfxOviJed0wbxT1Yr,291680,Vibes,0.285,0.662,0.124,-5.209,159.823,0.385,0.556,0.128
37,0,37,Childish Gambino,spotify:track:7wwifjNAb172PtDpKK3CoR,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,V. 3005,spotify:album:63McpWDS7P0dF06fqXQMCZ,234215,because the internet,0.13,0.457,0.0975,-7.23,165.969,0.643,0.472,0.336
38,0,38,MØ,spotify:track:4qqArAiTPueDxIp7cf87h7,spotify:artist:0bdfiayQAKewqEvaU6rXCv,Final Song,spotify:album:2gcqSlK5xTxcpuLZ1iik3Z,235827,Final Song,0.014,0.672,0.0756,-6.109,104.988,0.245,0.695,0.0345
39,0,39,Mac Miller,spotify:track:5iUQMwxUPdJBFeGkePtM66,spotify:artist:4LLpKhyESsyAXpc4laK94U,Dang! (feat. Anderson .Paak),spotify:album:6f6tko6NWoH00cyFOl4VYQ,305350,The Divine Feminine,0.00826,0.67,0.0837,-6.907,107.018,0.556,0.836,0.23
40,0,40,Mac Miller,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,spotify:artist:4LLpKhyESsyAXpc4laK94U,Weekend (feat. Miguel),spotify:album:2Tyx5dLhHYkx6zeAdVaTzN,208080,GO:OD AM,0.47,0.435,0.147,-8.442,120.058,0.19,0.843,0.178
41,0,41,Mac Miller,spotify:track:4z0PnuB07fxtVZZRWsCfxb,spotify:artist:4LLpKhyESsyAXpc4laK94U,100 Grandkids,spotify:album:2Tyx5dLhHYkx6zeAdVaTzN,278507,GO:OD AM,0.371,0.749,0.47,-3.766,93.718,0.373,0.735,0.0874
42,0,42,Mac Miller,spotify:track:66wkCYWlXzSTQAfnsPBptt,spotify:artist:4LLpKhyESsyAXpc4laK94U,My Favorite Part,spotify:album:6f6tko6NWoH00cyFOl4VYQ,216000,The Divine Feminine,0.627,0.33,0.14,-7.194,95.016,0.718,0.861,0.0526
43,0,43,Mac Miller,spotify:track:7rdyAfIm1t6h6I1gyLtD17,spotify:artist:4LLpKhyESsyAXpc4laK94U,Clubhouse,spotify:album:2Tyx5dLhHYkx6zeAdVaTzN,180867,GO:OD AM,0.235,0.616,0.2,-5.927,115.187,0.907,0.785,0.239
44,0,44,Boaz,spotify:track:43kFaS6SfcXz49ivLbOBAV,spotify:artist:6GHPFG30HgJzP3aJHNzMVs,Don’t Know (feat. Mac Miller),spotify:album:4NKPHIVKyU7zDpWfaXpGZk,208960,Intuition,0.239,0.85,0.119,-4.401,148.017,0.901,0.723,0.0595
45,0,45,Aminé,spotify:track:5hTpBe8h35rJ67eAWHQsJx,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,Caroline,spotify:album:3lajefIuUk4SfzqVBSJy8p,209640,Good For You,0.17,0.335,0.262,-10.179,120.041,0.707,0.941,0.505
46,0,46,Whethan,spotify:track:556l9P7WVZVyYUBjT1YFTT,spotify:artist:0vqJkZ0RpLZixt3lTmD8vP,When I'm Down,spotify:album:4j5u2UH5L7qGhkodeRxBZm,164681,When I'm Down,0.209,0.769,0.091,-4.058,93.986,0.491,0.827,0.126
47,0,47,Miguel,spotify:track:0JXXNGljqupsJaZsgSbMZV,spotify:artist:360IAlyVv4PCEVjgyMZrxK,Sure Thing,spotify:album:493HYe7N5pleudEZRyhE7R,195373,All I Want Is You,0.0275,0.603,0.191,-8.127,81,0.504,0.684,0.0989
48,0,48,Rae Sremmurd,spotify:track:6fujklziTHa8uoM5OQSfIo,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Black Beatles,spotify:album:5v6iBhIlflzR9rEd1LAMbd,291893,SremmLife 2,0.142,0.632,0.128,-6.163,145.926,0.355,0.794,0.0649
49,0,49,Glass Animals,spotify:track:5b9iBVhfYxDF4JJcHrNIx5,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,Gooey,spotify:album:2ipSXAsBLmvEeVKKbRAL7i,289307,ZABA,0.736,0.369,0.0925,-13.424,183.114,0.106,0.487,0.0406
50,0,50,Anna Lunoe,spotify:track:1w3K9vULEEnS56XNiY9Qyj,spotify:artist:7d96RW5Vix23AiCHr3mf3D,Radioactive,spotify:album:3s3Me5lQLNmXwC5ra2xJho,246993,Radioactive,0.0458,0.937,0.0804,-3.702,126.008,0.403,0.722,0.0813
51,0,51,Kid Cudi,spotify:track:7m47Go71qTMBs4kTH7U8F8,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),spotify:album:5wgcGZb5ESiAS30iiPyNwq,373547,Pursuit Of Happiness,0.00949,0.687,0.0462,-5.189,128.013,0.619,0.722,0.0556
52,0,52,The Weeknd,spotify:track:5aAx2yezTd8zXrkmtKl66Z,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,Starboy,spotify:album:09fggMHib4YkOtwQNXEBII,230453,Starboy,0.165,0.594,0.134,-7.028,186.054,0.535,0.681,0.282
53,0,53,Tove Styrke,spotify:track:3lO38SiB2WAQRqTAHN7WTC,spotify:artist:2QSPrJfYeRXaltEEiriXN9,Borderline - Vanic Remix,spotify:album:6ZjNI6my7T7lPW6Ch7zaWS,256500,Borderline,0.00685,0.949,0.0805,-4.488,160.007,0.457,0.406,0.114
54,0,54,Tev Woods,spotify:track:0YuLjgPEbTjREhBnvpf8qT,spotify:artist:7xj9jAZZmVd3zdWIrTEjSx,Acid Love,spotify:album:3jo6oMDAaI9mibJUUb22dM,216000,Acid Love,0.305,0.511,0.0759,-8.265,77.935,0.227,0.645,0.0652
55,0,55,ZHU,spotify:track:1XjwrW3JufY1GcGPWLx3OV,spotify:artist:28j8lBWDdDSHSSt5oPlsX2,Faded - Odesza Remix,spotify:album:3GyyZyHdjHubqaE8fWqE3z,240107,Faded (Remixes),0.0382,0.678,0.101,-5.042,125.018,0.578,0.747,0.0587
56,0,56,Pretty Lights,spotify:track:4n6z0yh2ZpoGh0RNyGVu52,spotify:artist:4iVhFmG8YCCEHANGeUUS9q,One Day They'll Know (ODESZA Remix),spotify:album:0pbCJhGv304qQ16xWvqyBH,260571,A Color Map of the Sun (Remixes),0.00591,0.714,0.16,-6.611,140.026,0.294,0.465,0.0317
57,0,57,Jaymes Young,spotify:track:4kzyhn8i6Hf8daEBqNPfCy,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,Moondust,spotify:album:3kn0CvCvfSyHukLlmyiwxB,225203,Dark Star EP,0.659,0.379,0.106,-10.51,147.851,0.296,0.605,0.0289
58,0,58,ODESZA,spotify:track:7avUYFehb1GscgCncPdBDK,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,Sun Models,spotify:album:7eq7Um3f3NMlHuNQSpicsz,160000,In Return,0.189,0.481,0.0907,-9.188,119.995,0.493,0.683,0.0967
59,0,59,ODESZA,spotify:track:4auZhbHhgbiSMeh0kiHCRk,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,Say My Name,spotify:album:7eq7Um3f3NMlHuNQSpicsz,262957,In Return,0.00418,0.744,0.075,-7.363,115.03,0.338,0.746,0.0479
60,0,60,Chet Faker,spotify:track:7oELjqBCLfUKhsR5IGCS6N,spotify:artist:2Q0MyH5YMI5HPQjFjlq5g3,Gold - Flume Re-Work,spotify:album:4DHglATZVLGvsoJHoiTxXl,267232,Gold,0.329,0.441,0.258,-6.901,140.017,0.0886,0.328,0.0422
61,0,61,Jaymes Young,spotify:track:3iWsDz98rRbi0r8Ff5wAV7,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,Come Back For Me,spotify:album:3DCX8nPYQAgLdk4BlAx2oI,268735,Come Back For Me,0.392,0.379,0.331,-9.181,113.925,0.145,0.359,0.0327
62,0,62,Synchronice,spotify:track:2308Uo2LRqxC30pdGPO9oS,spotify:artist:1pOmjpg4X03jcvS2R0FY53,Illusion,spotify:album:3Qh3LeCTAkEkxJ6odfcI8m,193500,Illusion,0.328,0.654,0.0775,-5.577,62.508,0.243,0.566,0.0645
63,0,63,Vance Joy,spotify:track:2l4EK2s8KlJP5DJPIjzP5W,spotify:artist:10exVja0key0uqUkk6LJRT,Riptide - FlicFlac Edit,spotify:album:6jyVgV9aUNcqE7Gw0kV8kO,339733,Dream Your Life Away,0.229,0.688,0.0784,-7.388,115.971,0.646,0.71,0.0416
64,0,64,Tame Impala,spotify:track:4g3Ax56IslQkI6XVfYKVc5,spotify:artist:5INjqkS1o8h1imAzPqGZBb,The Less I Know The Better,spotify:album:0rxKf57PZvWEoU8v3m5W2q,216319,Currents,0.0138,0.755,0.12,-4.077,116.883,0.744,0.64,0.0287
65,0,65,The Chainsmokers,spotify:track:2rizacJSyD9S1IQUxUxnsK,spotify:artist:69GGBxA162lTqCwzJG5jLp,All We Know,spotify:album:0xmaV6EtJ4M3ebZUPRnhyb,194080,All We Know,0.097,0.586,0.115,-8.821,90,0.296,0.662,0.0307
66,0,66,Diamond Eyes,spotify:track:3vuzL10SFuRkilrk6NVkOy,spotify:artist:7u7MDzwo7VtVe7FhS3cq8Y,U & I - Froogle Remix,spotify:album:2QwSKO2nJ3UFApGmWlcZKk,167226,U & I,0.193,0.606,0.075,-6.731,77.541,0.3,0.507,0.266
67,0,67,Goldwash,spotify:track:0qxG6fg83WKNyC976XwMXc,spotify:artist:7yYa2im7sawSzuVkXx8W21,Honest,spotify:album:40GGIlMFD8v8TXbSTsOe7K,223054,Honest,0.0223,0.647,0.3,-9.345,80.004,0.443,0.615,0.365
68,0,68,filous,spotify:track:5qeL0fWg4IDLZNUjVu53f2,spotify:artist:2IjiuEObrCKyZvSb8xLxG9,Feel Good Inc.,spotify:album:0UC9mGhLRmVHIvhWgOPLlH,236129,Feel Good Inc.,0.212,0.634,0.11,-7.975,124.047,0.576,0.779,0.0607
69,0,69,Priory,spotify:track:2UHmMti8jCvl3pkBnDB2cg,spotify:artist:3sk9GNYRthjLjrZDflxhiB,Weekend,spotify:album:4cCJD9bnSwElwuzCgscfpx,241575,Need To Know,0.0696,0.817,0.133,-6.401,151.95,0.652,0.6,0.0642
70,0,70,Jai Paul,spotify:track:2NRRrr8ylDK38KD3Ffbw4K,spotify:artist:53wZLCnhshZKDRs3uopFBc,BTSTU (Edit),spotify:album:7srgNVx6TtKJrgNKMJusxb,210001,BTSTU,0.745,0.389,0.326,-6.709,89.962,0.521,0.665,0.441
71,1,0,The Beatles,spotify:track:4Z92RMiyJpUrApZi3LtpJ6,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,Blackbird - Remastered,spotify:album:03Qh833fEdVT30Pfs93ea6,138387,The Beatles,0.754,0.127,0.0573,-14.361,93.699,0.372,0.686,0.0342
72,1,1,Bon Iver,spotify:track:15WS5DLuxA4zBF0tH1sOR9,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Flume,spotify:album:10HuTnFqkhym6gXmIDxBsm,213920,"For Emma, Forever Ago",0.921,0.148,0.106,-16.982,66.623,0.0775,0.493,0.0306
73,1,2,Bon Iver,spotify:track:1XQnZTR0ER8y5fGO17uX1R,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Holocene,spotify:album:0XOyEsl3kgwwVpYcLV5rRs,336613,Bon Iver,0.941,0.322,0.119,-14.38,147.961,0.155,0.375,0.03
74,1,3,Banks,spotify:track:0aNbgX48WQS2iAssrZbKUb,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,Better,spotify:album:3eboKDwmUd5HRmo6MWHKSx,186369,Better,0.0242,0.318,0.178,-7.562,137.077,0.102,0.264,0.0322
75,1,4,Billie Holiday,spotify:track:41CHb7F7SXcmkj0h8wekeF,spotify:artist:1YzCsTRb22dQkh9lghPIrp,Gloomy Sunday - Take 1,spotify:album:7pBwUBRsdgtIyX7tGOmaoy,190800,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),0.98,0.0823,0.159,-11.273,127.089,0.191,0.484,0.0364
76,1,5,James Blake,spotify:track:1cMCmHWDlcUDeNtox6I0L3,spotify:artist:53KwLdlmrlCelAZMaLVZqU,Overgrown,spotify:album:12ExNn0hx85F8UNzoKCyCD,300507,Overgrown,0.704,0.426,0.105,-10.371,136.012,0.148,0.349,0.0315
77,1,6,Miike Snow,spotify:track:6MDijuuArPJv1vbp7K1x3f,spotify:artist:4l1cKWYW591xnwEGxpUg3J,Genghis Khan,spotify:album:3pWJFrSX6apPzt4inM4zXt,212147,iii,0.04,0.847,0.598,-3.238,93.979,0.453,0.688,0.0508
78,1,7,Banks,spotify:track:6P2NcII68B40d0FoQGkrvD,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,Goddess,spotify:album:1eeYYgK208xvkCEGkYqWah,242915,Goddess,0.0577,0.371,0.112,-9.855,136.762,0.112,0.526,0.0369
79,1,8,MGMT,spotify:track:5QldjuXcxplhjjUqLrzl6H,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,Kids,spotify:album:3VfcbvbaalkDLRCIplPj3e,302840,Oracular Spectacular/Congratulations,0.00076,0.931,0.361,-3.871,122.961,0.172,0.451,0.0719
80,1,9,Fleetwood Mac,spotify:track:0ofHAoxe9vBkTCp2UQIavz,spotify:artist:08GQAI4eElDnROBrJRGE0X,Dreams - 2004 Remastered Edition,spotify:album:0BwWUstDMUbgq2NYONRqlu,257800,Rumours,0.0644,0.492,0.128,-9.744,120.151,0.789,0.828,0.0276
81,1,10,The Beatles,spotify:track:45yEy5WJywhJ3sDI28ajTm,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,Here Comes The Sun - Remastered,spotify:album:2Pqkn9Dq2DFtdfkKAeqgMd,185733,Abbey Road,0.0339,0.54,0.179,-10.484,129.171,0.394,0.557,0.0347
82,1,11,The Beatles,spotify:track:5FnpXVgDOk2sLT58qM22Of,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,Julia - Remastered,spotify:album:1klALx0u4AavZNEvC4LrTL,176667,The Beatles,0.828,0.0953,0.117,-16.082,134.706,0.193,0.512,0.0304
83,1,12,Arctic Monkeys,spotify:track:0LxeKwg9t7HOnyfv4bTALT,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Suck It and See,spotify:album:2ym2jcqckXqWeTDoxz3Kst,225987,Suck It and See,0.00105,0.932,0.255,-5.017,128.291,0.586,0.339,0.057
84,1,13,Arctic Monkeys,spotify:track:2fgQ8COnxtEvaTcNbEtsUf,spotify:artist:7Ln80lUS6He07XvHI8qqHH,That's Where You're Wrong,spotify:album:2ym2jcqckXqWeTDoxz3Kst,256800,Suck It and See,0.000679,0.883,0.145,-5.554,135.937,0.46,0.481,0.0638
85,1,14,Arctic Monkeys,spotify:track:2hmHlBM0kPBm17Y7nVIW9f,spotify:artist:7Ln80lUS6He07XvHI8qqHH,My Propeller,spotify:album:5IEoiwkThhRmSMBANhpxl2,205747,Humbug,0.052,0.657,0.233,-6.758,115.752,0.69,0.415,0.0295
86,1,15,Arctic Monkeys,spotify:track:58ge6dfP91o9oXMzq3XkIS,spotify:artist:7Ln80lUS6He07XvHI8qqHH,505,spotify:album:6rsQnwaoJHxXJRCDBPkBRw,253587,Favourite Worst Nightmare,0.00237,0.852,0.0733,-5.866,140.267,0.234,0.52,0.0543
87,1,16,Arctic Monkeys,spotify:track:0eDQj41kzBhMKQIkTt6OJR,spotify:artist:7Ln80lUS6He07XvHI8qqHH,A Certain Romance,spotify:album:50Zz8CkIhATKUlQMbHO3k1,331200,"Whatever People Say I Am, That's What I'm Not",0.000566,0.881,0.11,-5.587,137.949,0.201,0.455,0.0401
88,1,17,The Smiths,spotify:track:2VyOpoblI3AHO6R8dr87Ia,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,Never Had No One Ever - 2011 Remastered Version,spotify:album:5Y0p2XCgRRIjna91aQE8q7,218373,The Queen Is Dead,0.0679,0.535,0.143,-8.673,194.625,0.336,0.27,0.0329
89,1,18,The Kooks,spotify:track:39v5nxHwBCG1H8jrPGrVOm,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,Down To The Market,spotify:album:6WvbFSJkQfLnfLMbyCiTeu,147747,Konk,0.0028,0.886,0.04,-4.667,152.331,0.836,0.432,0.0611
