,pid,pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,acousticness,energy,liveness,loudness,tempo,valence,danceability,speechiness
22,0,22,Klaus Badelt,spotify:track:08QaHlMPWuO5PUxjl61bXn,spotify:artist:03GruNQP8X25PCoWzdvIGZ,"He's a Pirate - From ""Pirates of the Caribbean: The Curse Of the Black Pearl""/Score",spotify:album:4Qe057XqKloVNhnPohj6Yo,90427,Pirates of the Caribbean: The Curse of the Black Pearl,0.0206,0.687,0.121,-10.964,70.507,0.13,0.465,0.0495
23,0,23,John Williams,spotify:track:4lg0h4AJhPMxbO3VMpbUqS,spotify:artist:3dRfiJ2650SZu6GbydcHNb,Harry's Wondrous World,spotify:album:6zeHM5CV0CjcS0K8ouWE4N,321067,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,0.881,0.264,0.114,-14.905,84.986,0.228,0.227,0.0325
24,0,24,John Williams,spotify:track:6CeCOC2zx1qS8mQNYHe6IM,spotify:artist:3dRfiJ2650SZu6GbydcHNb,Prologue,spotify:album:6zeHM5CV0CjcS0K8ouWE4N,130293,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,0.957,0.0188,0.635,-29.484,146.472,0.0819,0.177,0.0367
25,0,25,John Williams,spotify:track:0UDSwgomgI5bK1x1eYeBez,spotify:artist:3dRfiJ2650SZu6GbydcHNb,Entry into the Great Hall and The Banquet,spotify:album:6zeHM5CV0CjcS0K8ouWE4N,222093,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,0.958,0.0469,0.36,-29.795,79.989,0.0535,0.173,0.0369
26,0,26,John Williams,spotify:track:4WPw9shOzxaA4cWws44Xjd,spotify:artist:3dRfiJ2650SZu6GbydcHNb,Christmas at Hogwarts,spotify:album:6zeHM5CV0CjcS0K8ouWE4N,175533,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,0.82,0.0512,0.137,-29.604,79.124,0.0601,0.18,0.0439
27,0,27,Édith Piaf,spotify:track:4FmiciU3ZmfgABlbCSXcWw,spotify:artist:1WPcVNert9hn7mHsPKDn7j,La vie en rose,spotify:album:7l3ydaHRFTcEGM0D9rlfqS,186973,de l'accordeoniste a milord,0.984,0.302,0.0871,-8.687,82.52,0.422,0.39,0.0321
28,1,0,The Dustbowl Revival,spotify:track:2b0ESQ5Usf0yEjkq86xI8p,spotify:artist:3cB0nIIeIGSuMlw6rnu1dm,Standing Next to Me - Live,spotify:album:0MhXYqh4p1cjbPYV0Sasg9,220267,With a Lampshade On (Live),0.768,0.513,0.67,-8.185,169.66,0.735,0.596,0.0419
29,1,1,Ginuwine,spotify:track:3pfXxHoydFRfD7IBGJTQAN,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,Pony,spotify:album:3O2912EZv0FBJKZ0K5ruzK,251733,R&B: From Doo-Wop To Hip-Hop,0.00186,0.605,0.115,-9.359,142.024,0.966,0.749,0.086
30,1,2,RÜFÜS,spotify:track:77lqbary6vt1DSc1MBN6sx,spotify:artist:5Pb27ujIyYb33zBqVysBkj,You Were Right,spotify:album:396Y1EKWxeJt2Yh3Da1for,239418,Bloom,0.0138,0.793,0.118,-5.426,122.014,0.735,0.708,0.0341
31,1,3,Radiohead,spotify:track:2nTsKOXIVGDf2iPeVQO2Gm,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Paranoid Android,spotify:album:7dxKtc08dYeRVHt3p9CZJn,387213,OK Computer,0.0377,0.849,0.0545,-6.501,163.704,0.194,0.252,0.0581
32,1,4,Otis Redding,spotify:track:3zBhihYUHBmGd2bcQIobrF,spotify:artist:60df5JBRRPcnSpsIMxxwQm,(Sittin' On) The Dock Of The Bay,spotify:album:03HMOcANauhLD0WNrMkmLU,163756,The Dock Of The Bay,0.684,0.367,0.081,-11.226,103.621,0.535,0.769,0.0312
33,1,5,Yonder Mountain String Band,spotify:track:0QfwMzhgvouT6uvDoGw975,spotify:artist:1ReHC2jB2DGoPbMYhzuFuO,Ever Fallen in Love with Someone You Shouldn't Have,spotify:album:1KT43ugLeWkKwdAsbVLhvN,214387,Black Sheep,0.627,0.692,0.104,-8.227,162.797,0.616,0.489,0.0295
34,1,6,The California Honeydrops,spotify:track:0H9PHWhpMI7LEhZu6U9Cfb,spotify:artist:21t0aavYGSGFkYYFhu6urk,"All Day, All Night",spotify:album:1x9DUB4rsa4HE9cbGHUXOi,131737,Like You Mean It,0.154,0.41,0.113,-13.986,166.264,0.533,0.724,0.0757
35,1,7,A Tribe Called Quest,spotify:track:3Ti0GdlrotgwsAVBBugv0I,spotify:artist:09hVIj6vWgoCDtT03h8ZCa,Can I Kick It?,spotify:album:3kV0i1qqudjf0PGawJ4jck,251573,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),0.173,0.666,0.129,-6.547,96.662,0.744,0.848,0.274
36,1,8,The Chainsmokers,spotify:track:0QsvXIfqM0zZoerQfsI9lm,spotify:artist:69GGBxA162lTqCwzJG5jLp,Don't Let Me Down,spotify:album:3ShQFl9FladFKlonwPGZFc,208053,The Chainsmokers- Japan Special Edition,0.16,0.859,0.137,-5.651,159.797,0.403,0.542,0.197
37,1,9,Lettuce,spotify:track:17EstPHlkjKJYF00jbOe5h,spotify:artist:1fZXjUQEkVbB0TvZX4qFR8,Move on Up,spotify:album:1zlM7SmfDYmOWbOLk6d34Y,214480,Rage,0.0855,0.9,0.0766,-6.459,144.901,0.811,0.604,0.13
38,1,10,Hot Chip,spotify:track:2l9p0OhXXyVaUoZVYVXcCu,spotify:artist:37uLId6Z5ZXCx19vuruvv5,Baby Said,spotify:album:4RojOihiRmD4g7qVr6m4yK,296520,Coming On Strong,0.323,0.557,0.0748,-9.055,133.949,0.746,0.669,0.1
39,1,11,Flume,spotify:track:12REd1n8PeiHHWOh066tpr,spotify:artist:6nxWCVXbOlEVRexSbLsTer,Never Be Like You,spotify:album:3zXR5GOXPq0Uc7tWC9fO3X,233337,Skin,0.436,0.559,0.164,-5.445,119.247,0.264,0.494,0.0565
40,1,12,The Flaming Lips,spotify:track:2frHiHPVkiNCBMPkYF83Jr,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The W.A.N.D.,spotify:album:6oVaKzODiXqew6MScEd7T4,222867,At War With The Mystics,0.07,0.95,0.21,-3.462,99.041,0.361,0.526,0.261
41,1,13,Tame Impala,spotify:track:6vTtMyCg96xwpoIBws9K0Q,spotify:artist:5INjqkS1o8h1imAzPqGZBb,Feels Like We Only Go Backwards,spotify:album:76vY9yohh4kVwSKkyKbyEQ,192960,Lonerism,0.0276,0.897,0.116,-2.32,150.185,0.555,0.291,0.0542
42,2,0,Broods,spotify:track:172rZlTV0yE2La5N19clgq,spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS,Evergreen,spotify:album:0HrAEwPOV0brDG0wvTWXUB,267461,Evergreen,0.0198,0.671,0.0727,-8.034,145.031,0.109,0.461,0.0451
43,2,1,Kent Jones,spotify:track:3OGZfxVRLrJPzrkrR4hYiw,spotify:artist:3jHBxvZ9gbBkZ17wKUqVsO,Alright,spotify:album:1b8WZFrIzbVziGZ8SXVpah,221961,Alright,0.128,0.59,0.0903,-5.794,129.946,0.6,0.752,0.0504
44,2,2,FRENSHIP,spotify:track:2XMTqoHHSH0lvuXrvIEdco,spotify:artist:7xEFii6utZmQ61kX59HmLH,Capsize,spotify:album:5qeKpDQFyotJjLh61pUZQo,237707,Truce - EP,0.0398,0.708,0.686,-6.244,92.991,0.355,0.683,0.0305
45,2,3,Broods,spotify:track:0XsVNUmFx0hYW18xIin9ie,spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS,L.A.F,spotify:album:0HrAEwPOV0brDG0wvTWXUB,167656,Evergreen,0.000104,0.791,0.047,-4.933,175.867,0.65,0.535,0.0449
46,2,4,Majid Jordan,spotify:track:1CJmTfrlU1d6FtAYNT36wD,spotify:artist:4HzKw8XcD0piJmDrrPRCYk,Small Talk,spotify:album:7awpB1UEVeDF6h8mGMssTI,259173,Majid Jordan,0.0023,0.452,0.0743,-9.106,99.993,0.197,0.803,0.0382
47,2,5,A R I Z O N A,spotify:track:4FjPJhlEIWB9QVKFTc78Nn,spotify:artist:7hOGhpa8RMSuDOWntGIAJt,Cross My Mind,spotify:album:2FNk380jCQyICbwtkOdEHE,218760,GALLERY,0.0848,0.747,0.122,-5.456,93.048,0.476,0.651,0.0382
48,2,6,Ariana Grande,spotify:track:4pLwZjInHj3SimIyN9SnOz,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Side To Side,spotify:album:4lVR2fg3DAUQpGVJ6DciHW,226160,Dangerous Woman,0.0408,0.738,0.292,-5.883,159.145,0.603,0.648,0.247
49,2,7,Broods,spotify:track:3gkHtnfFxOD2Ts1WYIqYlh,spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS,Full Blown Love,spotify:album:61RfrwKu6wJmaZYh3xt0mF,210107,Conscious,0.383,0.886,0.0931,-3.809,98.106,0.714,0.706,0.0421
50,2,8,M.I.A.,spotify:track:7MnTFoXNFBoVDa6mYMJ7kc,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,Freedun,spotify:album:2cv4l2iOL3XGdBJXKyRA5R,282387,AIM,0.142,0.948,0.0675,-3.869,88.987,0.839,0.662,0.0914
51,2,9,Kanye West,spotify:track:3cCxoOgfi6hgt8MNteuiiD,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Fade,spotify:album:7gsWAHLeT0w7es6FofOXk1,193748,The Life Of Pablo,0.1,0.766,0.313,-5.793,105.986,0.288,0.756,0.088
52,2,10,Bad Suns,spotify:track:0N4RL8OFtthWHPY7QuRywo,spotify:artist:0YhUSm86okLWldQVwJkLlP,Heartbreaker,spotify:album:2YXl7mV4d30fEbwpVQ7YBQ,206067,Disappear Here,0.0173,0.796,0.116,-4.653,88.479,0.666,0.667,0.031
53,2,11,Empire of the Sun,spotify:track:2Q7PDjPz7h559wBF97lO07,spotify:artist:67hb7towEyKvt5Z8Bx306c,High And Low,spotify:album:60pRr5JvZkU9XhHg2pBkRy,224840,Two Vines,0.0213,0.768,0.0918,-4.673,126.907,0.322,0.512,0.045
54,2,12,070 Shake,spotify:track:0PoMoPqIJxe6H0rDMnpGP8,spotify:artist:12Zk1DFhCbHY6v3xep2ZjI,Honey,spotify:album:1UX5QXG2yPar5Tce7BUyyM,398106,Honey - Single,0.0114,0.667,0.181,-7.665,121.932,0.287,0.696,0.0407
55,2,13,Ellie Goulding,spotify:track:638fKB27P7UAmu3Aq0vEJ3,spotify:artist:0X2BH1fck6amBIoJhDVmmJ,"Still Falling For You - From ""Bridget Jones's Baby""",spotify:album:5YCwdMjxlC5hmHO8NcMoRE,240867,Still Falling For You,0.547,0.531,0.102,-8.03,96.058,0.19,0.512,0.0418
56,2,14,Banks,spotify:track:6923H6OtBkxdFrepzaVXMd,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,Gemini Feed,spotify:album:3SzNTLHbVm0borYWkbrzf0,186333,The Altar,0.194,0.653,0.14,-6.272,101.996,0.514,0.768,0.0822
57,2,15,Sir Sly,spotify:track:1JKm7rYG9WmBUMcN1hb8Yy,spotify:artist:3DFoVPonoAAt4EZ1FEI8ue,You Haunt Me - Amtrac Remix,spotify:album:4tQrpY1Dh7F9Ny0JNd9XKo,269133,You Haunt Me,0.27,0.487,0.256,-8.922,150.016,0.0884,0.484,0.0321
58,2,16,Kiiara,spotify:track:3Y6edSmA3oflGDEKyTnOpu,spotify:artist:4u5smJBskI6Adzv08PuiUP,Hang up tha phone,spotify:album:2EvTMiJyF3H4BoxNCL4HLh,220615,low kii savage,0.76,0.457,0.0972,-7.142,129.718,0.521,0.447,0.151
59,2,17,Troye Sivan,spotify:track:5gBEdUKVZJgvQwNu8pIQqy,spotify:artist:3WGpXCj9YhhfX11TToZcXP,for him.,spotify:album:5ouTDazE4LF9bVJPx1nlgW,209058,Blue Neighbourhood,0.0595,0.618,0.151,-4.843,161.962,0.923,0.726,0.123
60,2,18,Bad Suns,spotify:track:41d2Q6DHcM20OdzynkRtvf,spotify:artist:0YhUSm86okLWldQVwJkLlP,Daft Pretty Boys,spotify:album:2YXl7mV4d30fEbwpVQ7YBQ,187013,Disappear Here,0.0623,0.837,0.0931,-5.015,136.998,0.613,0.662,0.0582
61,2,19,Fickle Friends,spotify:track:7apNd450354Jj8tQ5ThB7S,spotify:artist:1nhSLEYdoBHG6cJ8NDwoF1,Cry Baby,spotify:album:5SabAxgZ6DptDBQIHpXjSC,186873,Cry Baby,0.201,0.856,0.0705,-4.222,109.008,0.892,0.717,0.0549
62,2,20,How To Dress Well,spotify:track:36cNPxDZocGVGmyQF2BR6a,spotify:artist:4jLcgJjDGmW0HmvbSf6lEI,Lost Youth / Lost You,spotify:album:5PIpamvH4amBLBdCix1IyG,339090,Care,0.0779,0.725,0.0808,-5.478,83.846,0.316,0.338,0.04
63,2,21,Fickle Friends,spotify:track:3bhhM8sG53lsPYRpakieZB,spotify:artist:1nhSLEYdoBHG6cJ8NDwoF1,Swim,spotify:album:24ot4DH1D9EWUDXYKoqhyj,197625,Swim,0.223,0.83,0.151,-4.13,104.97,0.691,0.628,0.0386
64,2,22,A R I Z O N A,spotify:track:2XBWT6qciUWR1HCmiPwrEV,spotify:artist:7hOGhpa8RMSuDOWntGIAJt,People Crying Every Night,spotify:album:1glsDIZI9OpQQ1rNNk54xl,221550,People Crying Every Night,0.219,0.584,0.111,-5.259,99.997,0.707,0.666,0.124
65,2,23,Ariana Grande,spotify:track:3FiE2d325mIOc4YjkSLVJR,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Everyday,spotify:album:4lVR2fg3DAUQpGVJ6DciHW,194840,Dangerous Woman,0.0192,0.738,0.15,-4.424,130.971,0.428,0.635,0.0519
66,2,24,Majid Jordan,spotify:track:2JbdPdo3teVFRWrislXwPn,spotify:artist:4HzKw8XcD0piJmDrrPRCYk,Make It Work,spotify:album:7awpB1UEVeDF6h8mGMssTI,224373,Majid Jordan,0.00275,0.643,0.146,-7.43,107.017,0.343,0.75,0.0533
67,2,25,Astrid S,spotify:track:60lwJa695S26FsYbhCVFVa,spotify:artist:3AVfmawzu83sp94QW7CEGm,Hurts So Good,spotify:album:5xzkyCZ5LEOmI3a3bvrNIa,208729,Astrid S,0.0777,0.594,0.0961,-4.986,120.141,0.417,0.681,0.0486
68,2,26,Tame Impala,spotify:track:4g3Ax56IslQkI6XVfYKVc5,spotify:artist:5INjqkS1o8h1imAzPqGZBb,The Less I Know The Better,spotify:album:0rxKf57PZvWEoU8v3m5W2q,216319,Currents,0.0138,0.755,0.12,-4.077,116.883,0.744,0.64,0.0287
69,2,27,Troye Sivan,spotify:track:5l7kmmus0Gwec1oAUNYbNM,spotify:artist:3WGpXCj9YhhfX11TToZcXP,WILD - Young Bombs Remix,spotify:album:32nXbXyX7QwUhKcDsckork,202778,Blue Neighbourhood,0.0662,0.833,0.122,-2.818,99.989,0.311,0.516,0.0341
70,2,28,Flume,spotify:track:12REd1n8PeiHHWOh066tpr,spotify:artist:6nxWCVXbOlEVRexSbLsTer,Never Be Like You,spotify:album:3zXR5GOXPq0Uc7tWC9fO3X,233337,Skin,0.436,0.559,0.164,-5.445,119.247,0.264,0.494,0.0565
71,2,29,DJ Snake,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,spotify:artist:540vIaP2JwjQb9dm3aArA4,Let Me Love You,spotify:album:55bbXORm6ZrVq52zfZnxBf,205947,Encore,0.0784,0.718,0.122,-5.309,199.864,0.142,0.476,0.0576
72,2,30,A R I Z O N A,spotify:track:3a2MbZSw3NGRWHqsCJ4iQj,spotify:artist:7hOGhpa8RMSuDOWntGIAJt,I Was Wrong,spotify:album:2FNk380jCQyICbwtkOdEHE,217293,GALLERY,0.196,0.502,0.105,-9.38,118.006,0.563,0.824,0.0349
73,2,31,Kita Alexander,spotify:track:6u3OatqyTB6gY8xbkSL50y,spotify:artist:3CGuwWgoCYSO5Z72H5G2Ec,Plain Sight,spotify:album:791YOj0Yz76nrTtTbhGHeC,182070,Like You Want To EP,0.0854,0.72,0.889,-6.723,111.031,0.41,0.69,0.0294
74,2,32,Nightly,spotify:track:0HbUACbnUZ6NvgFvVyUuC3,spotify:artist:3qDMrpZHtZEtVl5i1l7hP3,XO,spotify:album:1yuVbqSZGDRGypi9LfBzNm,185000,Honest,0.000414,0.801,0.413,-5.652,92.039,0.573,0.581,0.0326
75,2,33,Fickle Friends,spotify:track:3cAGiG8ara98xC6639KYFZ,spotify:artist:1nhSLEYdoBHG6cJ8NDwoF1,Cry Baby - HONNE Remix,spotify:album:4UsEwqejKt84ISQBouB36J,250199,Cry Baby,0.0483,0.7,0.105,-5.602,108.993,0.488,0.719,0.0419
76,2,34,The xx,spotify:track:0bXpmJyHHYPk6QBFj25bYF,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,Intro,spotify:album:2nXJkqkS1tIKIyhBcFMmwz,127920,xx,0.46,0.789,0.128,-8.87,100.351,0.16,0.607,0.0278
77,2,35,Foster The People,spotify:track:5fgb3Md1xjt3mxeBqguiIA,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,I Would Do Anything for You,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,214080,Torches,0.0372,0.848,0.122,-5.841,128.009,0.437,0.597,0.0308
78,2,36,Phoenix,spotify:track:3XNXnjEct81xIRjtGPP3NJ,spotify:artist:1xU878Z1QtBldR7ru9owdU,Girlfriend,spotify:album:6YXmQrXOjJoMheJ2IA5NqK,204107,Wolfgang Amadeus Phoenix,0.365,0.65,0.0906,-7.938,136.042,0.526,0.713,0.0282
79,2,37,Bag Raiders,spotify:track:0UeYCHOETPfai02uskjJ3x,spotify:artist:6fXEqmGQEt6ONuqVmwrN46,Shooting Stars,spotify:album:6zVi5jNALX1GeD3MxiFmqo,235813,Bag Raiders,0.0933,0.711,0.0823,-6.187,124.962,0.451,0.634,0.0457
80,2,38,MØ,spotify:track:31eH7YC0zPf98WOhczf1hx,spotify:artist:0bdfiayQAKewqEvaU6rXCv,Maiden,spotify:album:13xRSfodlL3UtG3xSyL8u2,226347,No Mythologies to Follow (Deluxe),0.202,0.491,0.125,-9.017,192.116,0.435,0.548,0.0659
81,2,39,Third Eye Blind,spotify:track:51qMnEke2HrZJPy45SIh1l,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,Blinded [When I See You],spotify:album:5Z1mU7iT0rfX9o9qzM1zYf,261907,Out Of The Vein,0.00247,0.944,0.248,-3.327,108.8,0.593,0.525,0.0403
82,2,40,Zella Day,spotify:track:1jPZgfC9tWFNf7iBGdrTPV,spotify:artist:100sLnojEpcadRx4edEBA6,Sweet Ophelia,spotify:album:600XgAY1N6sRPVczmBogiF,189027,Kicker,0.052,0.97,0.151,-3.775,203.948,0.154,0.389,0.112
83,2,41,Zella Day,spotify:track:3UVuhaEDEr7RbLGX1jHrXC,spotify:artist:100sLnojEpcadRx4edEBA6,Mustang Kids,spotify:album:600XgAY1N6sRPVczmBogiF,182373,Kicker,0.0461,0.847,0.317,-4.934,176.076,0.597,0.472,0.05
84,2,42,Wolf Alice,spotify:track:5JUs6U8mss6hrcndYdbHMx,spotify:artist:3btzEQD6sugImIHPMRgkwV,Your Loves Whore,spotify:album:7H92edn2BRqtXLxWPtnj5U,297387,My Love Is Cool,0.00111,0.59,0.0502,-6.981,156.012,0.317,0.582,0.0488
85,2,43,LANY,spotify:track:7EXSbDVsIiPdN0VwVyDoZd,spotify:artist:49tQo2QULno7gxHutgccqF,Made In Hollywood,spotify:album:4sldmS76FbpIaO2sEsZlBh,214245,Make Out,0.629,0.839,0.101,-5.546,106.046,0.132,0.536,0.0353
